temgesic 200mcg sublingual tablet	38
clexane 20mg/0.2ml prefilled syringe	37
cocois scalp ointment	37
colifoam 10% foam	37
cromoglycate	37
difflam sore throat 0.15% oral rinse	37
diphenhydramine product	37
emollient product	37
erythromycin product	37
flurbiprofen	37
maxitrol eye drops	37
nicotinic acid product	37
opatanol 1mg/ml eye drops	37
paramol tablet	37
risperdal 0.5mg tablet	37
rozex 0.75% gel	37
tenoret 50 tablet	37
valaciclovir	37
acetylcysteine	36
budesonide+eformoterol	36
growth hormone product	36
lotriderm cream	36
miconazole	36
moclobemide	36
adcortyl in orabase oral paste	35
alphosyl shampoo	35
carteolol	35
cytamen 1mg/1ml injection	35
dioctyl 100mg tablet	35
disodium pamidronate	35
eczederm+hydrocortisone cream	35
fucidin h cream	35
nystatin	35
sodium picosulfate	35
stilnoct 5mg tablet	35
ventolin cr 4mg m/r tablet	35
alphaderm cream	34
anadin paracetamol 500mg tablet	34
azelaic acid	34
betaferon 300micrograms injection (pdr for recon)+diluent	34
chloramphenicol 0.25% eye drops	34
combivir tablet	34
duphaston 10mg tablet	34
estring 2mg(7.5micrograms/24hours) vaginal ring	34
fucithalmic m/r eye drops	34
lactugal solution	34
liquid paraffin	34
modecate 12.5mg/0.5ml oily injection	34
non-drowsy sinutab tablet	34
slo-phyllin 60mg m/r capsule	34
sustiva 600mg tablet	34
tioconazole	34
trosyl nail solution	34
zamadol 50mg capsule	34
betaxolol	33
chlorpheniramine maleate	33
clotrimazole product	33
coal tar product	33
eccoxolac 300mg capsule	33
elantan 10 tablet	33
felbinac	33
fluanxol 500micrograms tablet	33
fml eye drops	33
lipostat 10mg tablet	33
salicylic acid product	33
sudafed co tablet	33
sudafed dual relief capsule	33
voltarol 100mg suppository	33
atenolol+bendrofluazide	32
cacit 500mg effervescent tablet	32
disopyramide	32
hydrocortisone+clotrimazole	32
hydrocortisone+lidocaine	32
lamisil 1% cream	32
mesren mr 400mg m/r tablet	32
metrosa 0.75% gel	32
phenelzine	32
yentreve 20mg gastro-resistant capsule	32
avonex 30micrograms/0.5ml prefilled syringe	31
cholestyramine	31
cobalin-h 1mg/1ml injection	31
durogesic 25micrograms/hour patch	31
fenbid 5% gel	31
ferrous gluc+folic acid+ascorbic acid 250mg/5mg/10mg tablet	31
fluvoxamine	31
lemsip sachet	31
macrodantin 50mg capsule	31
mobic 7.5mg tablet	31
olopatadine	31
quinidine	31
suscard 1mg m/r buccal tablet	31
transvasin cream	31
zovirax 5% cream	31
aerobec 50mcg autohaler	30
beclamide	30
bonefos 400mg capsule	30
feminax tablet	30
fibrazate xl 400mg m/r tablet	30
glytrin 400micrograms spray	30
hytrin 2mg tablet	30
imidapril hydrochloride	30
lamisil 250mg tablet	30
navispare tablet	30
nicotine	30
nuelin 125mg tablet	30
orphenadrine	30
oxynorm 5mg capsule	30
remedeine forte tablet	30
silkis 3micrograms/g ointment	30
tri-adcortyl cream	30
vitamins capsule bpc	30
acetazolamide	29
calcitriol product	29
co-danthramer	29
co-magaldrox	29
dydrogesterone	29
eletriptan	29
germoloids cream	29
ibuprofen+codeine phosphate	29
intal 5mg inhaler	29
lipid lowering drug	29
mestinon 60mg tablet	29
nerisone 0.1% cream	29
panadol extra tablet	29
prednesol 5mg tablet	29
bromocriptine	28
co-triamterzide	28
curatoderm 4micrograms/g ointment	28
feso4 - ferrous sulphate	28
hydrocortistab 1% cream	28
hypotonic artificial tears eye drops	28
imatinib	28
kaletra 133.3mg/33.3mg capsule	28
monosorb xl 60 m/r tablet	28
oramorph 100mg/5ml concentrated oral solution	28
oxynorm 10mg capsule	28
panadol 500mg tablet	28
pulvinal salbutamol 200mcg breath-act dry powder inhaler	28
restandol 40mg capsule	28
sevelamer	28
sinthrome 1mg tablet	28
sulfinpyrazone	28
amoxicillin product	27
andropatch 2.5mg/24hours transdermal patch	27
atropine	27
balneum plus bath oil	27
camcolit 250 tablet	27
colestyramine product	27
dhc continus 60mg m/r tablet	27
difflam cream	27
eurax cream	27
femapak 40 patch+tablet	27
ilube eye drops	27
innozide tablet	27
liquid paraffin+white soft paraffin 50%/50% ointment	27
magnesium trisilicate	27
maxolon 5mg tablet	27
nyogel 0.1% liquid eye gel	27
otosporin ear drops	27
propecia 1mg tablet	27
pulmadil 200micrograms inhaler	27
rivotril 500mcg tablet	27
robaxin 750mg tablet	27
tenif capsule	27
triptafen tablet	27
ursodeoxycholic acid product	27
vallergan 10mg tablet	27
zomorph 30mg m/r capsule	27
alimemazine	26
alphosyl 2 in 1 shampoo	26
aricept 5mg tablet	26
dalacin t topical solution	26
flupenthixol	26
galpharm hayfever and allergy relief 10mg tablet	26
hirudoid cream	26
hydroxyurea	26
levonorgestrel	26
lodoxamide	26
metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet	26
piriton 10mg/1ml injection	26
polytar af liquid	26
pro-banthine 15mg tablet	26
redoxon 25mg tablet	26
septrin 480mg tablet	26
sevredol 10mg tablet	26
solpadeine max tablet	26
solpadeine plus capsule	26
univer 120mg m/r capsule	26
vitamins b+c	26
zamadol sr 100mg m/r capsule	26
alomide eye drops	25
asilone liquid	25
augmentin 375mg tablet	25
betamethasone+fusidic acid	25
cilazapril	25
digitoxin	25
donepezil hydrochloride	25
doxadura 1mg tablet	25
feldene 0.5% gel	25
felogen xl 5mg m/r tablet	25
hypotears eye drops	25
niquitin cq 2mg mint lozenge	25
nizoral 2% cream	25
novofem tablet	25
oxactin 20mg capsule	25
panadol 500mg capsule	25
pharmaton capsule	25
prograf 0.5mg capsule	25
progynova ts 50 50micrograms patch	25
ribavirin	25
sofradex eye/ear drops	25
surmontil 10mg tablet	25
tambocor 50mg tablet	25
tenoretic tablet	25
beta-adalat capsule	24
bezafibrate product	24
celectol 200mg tablet	24
clobetasone butyrate+neomycin sulphate	24
fortipine la40 m/r tablet	24
hydrocortisyl 1% cream	24
isib 20mg tablet	24
modalim 100mg tablet	24
oramorph 10mg/5ml oral unit dose vial	24
paroven 250mg capsule	24
pethidine	24
pholcodine	24
senokot hi-fibre lemon 3.5g/sachet s/f granules	24
sulphur product	24
zydol sr 100mg m/r tablet	24
cabren 2.5mg m/r tablet	23
dioralyte product	23
duac once daily gel	23
fluorometholone	23
gemfibrozil	23
gopten 500micrograms capsule	23
hedex tablet	23
methylprednisolone	23
neo-cytamen 250micrograms/1ml injection	23
neorecormon 500iu injection (pdr for recon)+solvent	23
nifedipress mr 10 m/r tablet	23
physiotens 200micrograms tablet	23
powergel 2.5% gel	23
proctofoam hc foam	23
propylthiouracil	23
renagel 403mg capsule	23
salofalk 250mg e/c tablet	23
sebomin mr 100mg m/r capsule	23
sodium chloride	23
solpadeine plus tablet	23
trinordiol tablet	23
utovlan 5mg tablet	23
veganin tablet	23
zerobase cream	23
cafergot tablet	22
cuprofen plus tablet	22
dantrolene	22
half beta-prograne 80mg m/r capsule	22
imuran 10mg tablet	22
influenza vaccine	22
isopto plain 0.5% eye drops	22
macrodantin 100mg capsule	22
meptid 200mg tablet	22
mst continus 100mg m/r tablet	22
napratec tablet combination pack	22
optilast 0.05% eye drops	22
penicillamine	22
provigil 100mg tablet	22
spasmonal fibre granules 500g	22
acular 0.5% ophthalmic solution	21
antepsin 1g tablet	21
augmentin 625mg tablet	21
capozide tablet	21
chemydur 60xl m/r tablet	21
cromolyn sodium	21
cutivate 0.05% cream	21
ethinylestradiol	21
feldene 10mg capsule	21
flavoxate	21
hydromol emollient bath additive	21
ketotifen	21
leuprorelin	21
levodopa	21
oxerutins 250mg capsule	21
solpadeine headache tablet	21
sterculia	21
tri-adcortyl otic ear ointment	21
tryptophan product	21
ultrabase cream	21
zyprexa 2.5mg tablet	21
accolate 20mg tablet	20
acemetacin	20
asmanex twisthaler 200mcg breath-actuated dry powder inhaler	20
beechams powder	20
chloramphenicol eye drops	20
codeine linctus	20
disodium cromoglycate	20
fluocinolone	20
fybozest orange 3.5g s/f granules	20
hypovase 500mcg tablet	20
lescol 20mg capsule	20
mepacrine	20
norethisterone product	20
oruvail 100 m/r capsule	20
oxytetramix 250 tablet	20
potassium citrate 3g/sachet granules	20
roaccutane 5mg capsule	20
sodium chloride eye drops	20
unguentum merck cream	20
voltarene 25mg e/c tablet	20
acebutolol	19
azt - azathioprine	19
brexidol 20mg tablet	19
calcicard 60mg tablet	19
clobetasol propionate+neomycin sulphate+nystatin	19
cya - cyclosporin	19
durogesic 50micrograms/hour patch	19
famotidine	19
ferrograd folic filmtab	19
froben 50mg tablet	19
heparin	19
interferon beta-1a	19
megestrol	19
oruvail gel	19
oxycontin 5mg m/r tablet	19
phorpain 5% gel	19
phosphate-sandoz tablet	19
propain tablet	19
rifampicin	19
tacrolimus monohydrate 0.03% ointment	19
vaniqa 11.5% cream	19
zimbacol xl 400mg m/r tablet	19
artelac 0.32% single-use eye drops	18
binovum tablet	18
campral ec 333mg e/c tablet	18
carbo-dome cream	18
codis dispersible tablet	18
danazol	18
desmospray 10micrograms nasal spray	18
diethylstilbestrol	18
digoxin product	18
e45 lotion	18
elidel 1% cream	18
eucerin 10% cream	18
evening primrose oil 20% cream	18
ferrograd-c filmtab	18
fersaday 304mg tablet	18
frisium 10mg capsule	18
hay-crom eye drops	18
kapake 30/500 effervescent tablet	18
maalox tablet	18
migraleve yellow tablet	18
minocin 50mg tablet	18
movelat relief gel	18
nitroglycerin	18
norfloxacin	18
norimin tablet	18
ofloxacin	18
ovysmen tablet	18
oxprenolol	18
paraffin-white soft	18
pergolide	18
preservex 100mg tablet	18
presinex 10micrograms nasal spray	18
sulindac	18
tensipine mr 10 m/r tablet	18
vioform hydrocortisone cream	18
vitamin e product [ctsu]	18
antabuse 200mg tablet	17
apomorphine	17
artificial saliva	17
aveeno lotion	17
bondronat 50mg tablet	17
chloramiphene	17
ciprofloxacin product	17
clopixol 2mg tablet	17
conotrane cream	17
decongestant 0.05% nasal spray	17
distalgesic tablet	17
enoxaparin	17
entocort cr 3mg m/r capsule	17
fucidin ointment	17
glutamic acid product	17
glyceryl trinitrate patch	17
imodium plus 2mg/125mg chewable tablet	17
innovace 2.5mg tablet	17
isotretinoin	17
ketorolac	17
ketovite tablet	17
l-carnitine product	17
oilatum bath formula liquid bath additive 300ml	17
optrex eye drops	17
ovestin 250micrograms tablet	17
oxycontin 40mg m/r tablet	17
phenindione	17
phenytoin product	17
phosex 1g tablet	17
polytar plus liquid	17
prindolol	17
propain caplet	17
sodium picosulphate	17
spirolone 25mg tablet	17
symmetrel 100mg capsule	17
zuclopenthixol	17
zyban 150mg m/r tablet	17
acidex oral suspension	16
acidol-pepsin tablet	16
alka-seltzer tablet	16
as saliva orthana spray	16
aspro clear maximum strength soluble tablet	16
benzoyl peroxide product	16
clodronate disodium	16
diazepam product	16
disprin direct dispersible tablet	16
durogesic 75micrograms/hour patch	16
fluorouracil	16
glucagon product	16
indometacin product	16
iopidine ophthalmic 0.5% intra-ocular solution	16
kalten capsule	16
largactil 10mg tablet	16
levonorgestrel product	16
marevan 0.5mg tablet	16
methenamine hippurate	16
metolazone	16
movelat relief cream	16
mucogel suspension	16
mupirocin	16
nadolol	16
naproxen+misoprostol	16
oxymetazoline 500micrograms/ml nasal spray	16
pancreatin	16
paracetamol+caffeine	16
pregaday tablet	16
salicylic acid	16
saliveze spray	16
solvazinc 200mg effervescent tablet	16
somatropin	16
soya oil 84.75% bath oil	16
steri-neb salamol 2.5mg/2.5ml nebulisation unit	16
tenoxicam	16
torasemide	16
tranylcypromine	16
wheat fibre 80% powder	16
amphotericin	15
bactroban 2% nasal ointment	15
beta-cardone 40mg tablet	15
bioxtra oral gel	15
burinex a tablet	15
clindamycin product	15
co-danthrusate	15
cough/decongestant preparation	15
cyklokapron 500mg tablet	15
ditropan xl 5mg m/r tablet	15
e45 emollient bath oil	15
erythropoietin product	15
hyoscine product	15
indigestion remedy (over the counter)	15
indomethacin product	15
itraconazole 100mg capsule	15
metatone tonic	15
midrid capsule	15
moduret 25 tablet	15
norditropin(epr) 12iu(4mg) injection (pdr for recon)+diluent	15
norplant 38mg subdermal implant	15
numark hayfever and allergy relief 10mg tablet	15
nystatin+chlorhexidine hydrochloride 100000units/1%/g cream	15
oramorph sr 10mg m/r tablet	15
praxilene 100mg capsule	15
sodium chloride product	15
tagamet 100 tablet	15
urea 10% cream	15
zacin 0.025% cream	15
zovirax 3% eye ointment	15
aldara 5% cream	14
anadin ibuprofen 200mg tablet	14
anugesic-hc cream	14
arythmol 150mg tablet	14
avloclor 250mg tablet	14
axsain cream	14
bupropion	14
calmurid hc cream	14
clearsore aciclovir 5% cream	14
colestipol	14
df118 30mg tablet	14
diamox 250mg tablet	14
dicyclomine hydrochloride	14
etonogestrel	14
fragmin 10,000iu/1ml injection	14
gold product	14
goserelin product	14
hc - hydrocortisone	14
hiprex 1g tablet	14
human menopausal gonadotrophins	14
interferons	14
lamisil at 1% cream	14
librofem 200mg tablet	14
lopinavir+ritonavir	14
mecysteine	14
megace 40mg tablet	14
micralax micro-enema	14
migramax sachet powder	14
milk of magnesia suspension	14
mst continus 60mg m/r tablet	14
myocrisin 50mg/0.5ml injection	14
neomycin product	14
polytar emollient bath additive	14
sporanox 100mg capsule	14
surgam 200mg tablet	14
temgesic 400mcg sublingual tablet	14
valtrex 500mg tablet	14
abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet	13
abilify 5mg tablet	13
actifed tablet	13
aspav dispersible tablet	13
balmosa cream	13
benylin cough & congestion syrup	13
calcium resonium powder	13
canesten complete cream	13
capoten 12.5mg tablet	13
carace 10 plus tablet	13
colestid 5g/sachet granules	13
conjugated oestrogens 0.3mg / medroxyprogesterone 1.5mg tab	13
crampex tablet	13
dextrose 40% oral gel	13
didanosine	13
diuretic	13
eflornitine 11.5% cream	13
ethambutolol	13
folate product	13
forsteo 250mcg/ml injection solution 3ml prefilled pen	13
fosamprenavir	13
haelan 0.0125% cream	13
hydrea 500mg capsule	13
ibugel forte 10% gel	13
ketopine 2% shampoo	13
methylphenidate	13
muse 125micrograms pellet	13
myfortic 180mg gastro-resistant tablet	13
n-acetylcysteine	13
norimode 2mg tablet	13
octreotide	13
pentoxifylline	13
pepcid ac indigestion tablet	13
proguanil	13
regaine regular strength 20mg/ml topical liquid	13
relifex 500mg tablet	13
retin-a 0.025% cream	13
rivastigmine	13
saline 0.9% nose drops	13
saquinavir	13
serenace 500micrograms capsule	13
stiemycin solution	13
tacalcitol	13
terfenadine	13
tinzaparin	13
tolfenamic acid	13
transtec 35micrograms/hour transdermal patch	13
vertab sr 240 m/r tablet	13
xipamide	13
xylometazoline	13
accuretic tablet	12
amoxil 500mg capsule	12
arava 10mg tablet	12
bactroban ointment	12
bronchilator inhaler	12
buspar 5mg tablet	12
cacit 1.25g effervescent tablet	12
calcium-sandoz syrup	12
canesten 2% vaginal cream	12
clemastine	12
colomycin 1million units injection (pdr for recon)	12
cyclopenthiazide	12
dalacin 2% cream	12
decapeptyl sr 3mg injection (pdr for recon)+diluent	12
dermol cream 500g	12
desmopressin product	12
dexa-rhinaspray nasal spray	12
difflam 0.15% spray	12
dipentum 250mg capsule	12
diprobath bath additive	12
dithrocream 0.1% cream	12
dostinex 500micrograms tablet	12
durogesic 100micrograms/hour patch	12
ephedrine	12
epoetin beta	12
ethosuximide	12
evacalm 2mg tablet	12
florinef 100mcg tablet	12
fluphenazine	12
haldol 5mg tablet	12
hygroton 50mg tablet	12
ismo 10 tablet	12
isoniazid	12
ketoconazole 2% cream	12
oralbalance oral gel	12
oxynorm 20mg capsule	12
paludrine tablet+avloclor tablet 100mg/250mg travel pack	12
paraffin liquid	12
pindolol	12
progynova ts 50micrograms patch	12
rebif 44micrograms/0.5ml prefilled syringe	12
retinol product	12
rheumatac retard 75mg m/r tablet	12
sandostatin 50micrograms/1ml injection	12
sevredol 20mg tablet	12
skinoren cream	12
triapin mite 2.5mg/2.5mg tablet	12
vexol 1% eye drops	12
zomorph 100mg m/r capsule	12
5fu - fluorouracil	11
acipimox	11
aquadrate 10% cream	11
aspirin+codeine	11
atenolol+chlortalidone	11
betamethasone+salicylic acid	11
bicarbonate of soda	11
calcitonin product	11
calcium leucovorin 15mg tablet	11
care hayfever relief 50micrograms nasal spray	11
cephradine	11
cetomacrogol formula a cream bp	11
chloramphenicol 0.5%	11
cinacalcet	11
co-codaprin	11
coc - combined oral contraceptives	11
condrotec tablet	11
cyclopentolate	11
daktarin 25mg/ml oral gel	11
dexedrine 5mg tablet	11
differin 0.1% cream	11
disodium etidronate+calcium carbonate	11
eformoterol	11
etidronate disodium	11
eurax hc cream	11
fersaday 322mg tablet	11
flucloxacillin product	11
galantamine	11
imiquimod	11
interferon beta	11
lanreotide	11
lariam 250mg tablet	11
lopace 2.5mg capsule	11
mefloquine	11
natrasleep tablet	11
norvir 100mg capsule	11
phorpain gel maximum strength 10% gel	11
piportil depot 50mg/1ml oily injection	11
rebif 22micrograms/0.5ml prefilled syringe	11
relpax 20mg tablet	11
rimexolone	11
salagen 5mg tablet	11
sirolimus	11
sodium liothyronine	11
tilade mint 2mg inhaler	11
zydol soluble 50mg tablet	11
5asa - mesalazine	10
accupro 5mg tablet	10
adcortyl 0.1% cream	10
allegron 10mg tablet	10
alprazolam	10
amoxil 250mg capsule	10
bettamousse 0.12% foam	10
cardene 20mg capsule	10
cefadroxil	10
celevac 500mg tablet	10
clozaril 25mg tablet	10
colestyramine+aspartame 4g/sachet powder	10
cyclogest 200mg pessary	10
dalacin t rollerball lotion	10
darbepoetin alfa	10
dexamfetamine	10
dexamphetamine	10
dhc continus 120mg m/r tablet	10
effercitrate soluble tablet	10
emulsiderm emollient emulsion	10
emulsiderm emollient lotion	10
ergocalciferol 7.5mg(300,000units)/1ml injection	10
erythrocin 250mg tablet	10
ethinylestradiol product	10
famciclovir	10
feverfen 100mg/5ml s/f oral suspension	10
fludarabine	10
folinic acid product	10
gastrocote s/f liquid	10
gtn - glyceryl trinitrate patch	10
humatrope(rbe) 18iu(6mg) inj cartridge(pdr for recon)+dil	10
indocid 25mg capsule	10
isopto atropine 1% eye drops	10
levitra 5mg tablet	10
miconazole product	10
optrex allergy eye drops	10
oxycontin 80mg m/r tablet	10
paracetamol+metoclopramide 500mg/5mg tablet	10
penciclovir	10
phenobarbital product	10
phenylpropanolamine hydrochloride	10
picolax 10mg/sachet oral powder	10
picosulphate	10
pletal 100mg tablet	10
premiums tablet	10
proflex cream	10
reminyl 4mg tablet	10
ritalin 10mg tablet	10
selsun shampoo	10
solpadeine forte dispersible tablet	10
sterculia+frangula 62%/8% granules	10
steri-neb ipratropium 250micrograms/1ml nebulisation unit	10
topal tablet	10
transtec 70micrograms/hour transdermal patch	10
vivabec 50micrograms nasal spray	10
voltarene lp 100mg m/r tablet	10
zelapar 1.25mg tablet	10
zovirax 200mg tablet	10
6mp - mercaptopurine	9
ampicillin	9
calchan mr 10mg m/r tablet	9
calcidrink 2.52g/sachet granules	9
cefuroxime	9
clarityn allergy 2% eye drops	9
co-cyprindiol	9
co-fluampicil	9
contac non drowsy 12 hour relief 120mg m/r capsule	9
cystrin 3mg tablet	9
cytacon 50micrograms tablet	9
desmotabs 200micrograms tablet	9
domperamol tablet	9
eflornithine	9
eprex 4000iu/1ml injection	9
ethinyloestradiol	9
evra transdermal patch	9
feroglobin b12 syrup	9
glucagen hypokit 1mg(1iu) injection	9
glucobay 50mg tablet	9
glycopyrronium	9
hay-crom aqueous eye drops	9
heparinoid+salicylic acid 0.2%/2% cream	9
hydrocortisone+lignocaine	9
hydrocortone 10mg tablet	9
hydromorphone hydrochloride	9
hypostop dextrose gel	9
isdn - isosorbide dinitrate	9
keflex 500mg capsule	9
lasix 20mg tablet	9
laxoberal 5mg/5ml liquid	9
librium 5mg tablet	9
lubrifilm eye ointment	9
minims dexamethasone na phosphate 0.1% s-d eye drops	9
mst continus 5mg m/r tablet	9
nambumetone	9
nitroglycerol	9
nystatin product	9
otrivine-antistin nose drops	9
oxymetazoline	9
peginterferon alfa-2a	9
pentazocine	9
periostat 20mg capsule	9
potassium bicarbonate+citric acid 1.39g/1.14g soluble tablet	9
propaderm ointment	9
riluzole	9
sebco ointment	9
septrin forte 960mg tablet	9
slow-trasicor 160mg m/r tablet	9
soya oil+mixed lauromacrogols 82.95/15% bath oil	9
t3 - liothyronine	9
trandolapril+verapamil hydrochloride	9
transtec 52.5micrograms/hour transdermal patch	9
trasicor 20mg tablet	9
tylex effervescent soluble tablet	9
udca - ursodeoxycholic acid	9
verapress mr 240 m/r tablet	9
visclair 100mg tablet	9
volmax 4mg m/r tablet	9
waterfall tablet	9
xanax 250mcg tablet	9
zaleplon	9
zovirax cold sore 5% cream	9
zyloric 100mg tablet	9
acetaminophen	8
adapalene	8
aldactide 25 tablet	8
alpha tocopheryl product	8
beta-prograne 160mg m/r capsule	8
betamethasone+clotrimazole	8
betamethasone+neomycin sulphate	8
burinex 1mg tablet	8
buserelin	8
calcette 500mg chewable tablet	8
calciferol 250micrograms tablet	8
carbagen sr 200mg m/r tablet	8
co-flumactone	8
coal tar 4.3% shampoo	8
corlan pellet	8
cpz - chlorpromazine	8
crotamiton	8
cytotec 200mcg tablet	8
dantrium 25mg capsule	8
dermacort cream	8
desogestrel product	8
diconal tablet	8
diflucortolone	8
disodium etidronate	8
disprin cv 100mg m/r tablet	8
dithranol	8
dromadol sr 100mg m/r tablet	8
duo-autohaler inhaler	8
duovent inhaler	8
erythromycin+zinc acetate 40mg/12mg/ml topical solution	8
estropipate	8
fenbid forte 10% gel	8
fluocinonide	8
fluorouracil 5% cream	8
haymine m/r tablet	8
hydrocortisone+fusidic acid	8
hydrous ointment bp	8
hydroxyethylcellulose	8
ibrufhalal 200mg tablet	8
ibuspray topical spray	8
indinavir	8
interferon alfa-2a	8
klaricid 250mg tablet	8
levomepromazine	8
liquivisc 0.25% eye gel	8
meprate 400mg tablet	8
minocin 100mg tablet	8
molipaxin 50mg capsule	8
mst continus 15mg m/r tablet	8
mydrilate 0.5% eye drops	8
nasivin 0.05% nasal spray	8
nolvadex 10mg tablet	8
nutrizym 10 e/c granules in capsule	8
nystan 100,000units/ml oral suspension	8
optrex dry eye therapy eye drops	8
oral erythromycin	8
paludrine 100mg tablet	8
periostat 20mg tablet	8
perphenazine	8
phentermine	8
pimecrolimus	8
pollenase 50micrograms nasal spray	8
povidone	8
primaquine	8
quinagolide	8
ranitil 150mg tablet	8
rocaltrol 250nanograms capsule	8
staril 10mg tablet	8
starlix 60mg tablet	8
sustiva 100mg capsule	8
t/gel shampoo	8
tarka 2mg/180mg m/r capsule	8
tavegil 1mg tablet	8
tetrabenazine	8
tiaprofenic acid	8
tramake 50mg capsule	8
ultraproct ointment	8
valganciclovir	8
zanaflex 2mg tablet	8
zincomed 220mg capsule	8
zithromax 250mg capsule	8
acenocoumarol	7
adefovir	7
advil 200mg tablet	7
aldomet 125mg tablet	7
amiloride hcl+cyclopenthiazide 2.5mg/250micrograms tablet	7
amiloride hydrochloride+bumetanide 5mg/1mg tablet	7
arava 20mg tablet	7
askit powder	7
atenolol+nifedipine 50mg/20mg m/r capsule	7
benzhexol	7
bethanidine	7
canesten 1 pessary	7
cerumol ear drops	7
covonia bronchial balsam syrup	7
cozaar half strength 25mg tablet	7
daktarin 0.16% powder spray	7
deflazacort	7
dexa-rhinaspray duo aqueous nasal spray	7
dexketoprofen	7
diphenhydramine hydrochloride 6.25mg/5ml syrup	7
doralese tiltab 20mg tablet	7
edronax 4mg tablet	7
epoetin alfa	7
erythroped a 500mg tablet	7
ethinylestradiol+drospirenone 30micrograms/3mg tablet	7
eucerin 10% lotion	7
fenoterol+ipratropium 100micrograms/40micrograms inhaler	7
flamrase 25mg e/c tablet	7
fludroxycortide	7
flutamide	7
gentamicin+hydrocortisone acetate 0.3%/1% ear drops	7
hexopal 500mg tablet	7
inositol nicotinate	7
inspra 25mg tablet	7
interferon alfa-2b	7
isotrex gel	7
kemadrin 5mg tablet	7
lasilactone capsule	7
laxoberal 5mg/5ml elixir	7
levofloxacin	7
loron 400mg capsule	7
memantine hydrochloride	7
minocin mr 100mg m/r capsule	7
modrasone 0.05% cream	7
multivite pellet	7
mycophenolic acid 180mg gastro-resistant tablet	7
neo-mercazole 5mg tablet	7
neostigmine	7
neutrogena dermatological cream	7
nicotinamide product	7
nitro-dur 2.5mg/24hours transdermal patch	7
nizoral anti-dandruff 20mg/ml shampoo	7
nu-seals aspirin 75mg e/c tablet	7
nurofen gel	7
phenylephrine	7
probenecid	7
psoriderm cream	7
rythmodan 100mg capsule	7
salazosulfapyridine	7
sectral 100mg capsule	7
sodium feredetate	7
somatropin 12iu injection	7
somatuline la 30mg injection (pdr)+diluent+syringe	7
sulazine ec 500mg e/c tablet	7
sytron 190mg/5ml elixir	7
topical anti-inflammatory prep[1]	7
topical erythromycin	7
trileptal 150 tablet	7
trosyl cream	7
ultramol capsule	7
urea+lactic acid 10/5% cream	7
vasaten 50mg tablet	7
ventmax sr 4mg m/r capsule	7
viread 245mg tablet	7
zamadol sr 200mg m/r capsule	7
zofran 4mg tablet	7
zyloric 300mg tablet	7
adult meltus dry coughs with congestion oral liquid	6
andrews liver salts powder	6
antacid liquid	6
aveeno bath oil	6
bactroban 2% cream	6
bath e45 bath oil	6
benadryl skin allergy relief cream	6
benylin day & night tablet	6
benylin decongestant syrup	6
bosentan	6
calcium polystyrene sulphonate	6
calcort 1mg tablet	6
candiden 1% cream	6
caprin 75mg e/c tablet	6
chlorpropamide	6
cimetidine+alginate	6
ciproxin 100mg tablet	6
ciproxin 250mg tablet	6
clinitar 2.5% gel	6
clomethiazole	6
clotam 200mg capsule	6
coal tar+salicylic acid ointment bp	6
collodion product	6
cortisol product	6
cuprofen 5% gel	6
cyclosporin product	6
cyproterone acetate+ethinylestradiol	6
dalmane 15mg capsule	6
ddavp 100micrograms tablet	6
deponit 5mg/24hours transdermal patch	6
destolit 150mg tablet	6
diclotard 75 m/r tablet	6
diocalm dual action tablet	6
disipal 50mg tablet	6
e45 itch relief cream	6
emcor 10mg tablet	6
emflex 60mg capsule	6
estrovis 4mg tablet	6
eye-crom aqueous eye drops	6
femtab sequi tablet	6
fentazin 2mg tablet	6
feospan 150mg spansule	6
fluconazole 150mg capsule + clotrimazole 2% cream	6
fluconazole product	6
fluocinolone acetonide+clioquinol 0.025%/3% cream	6
fluorometholone+neomycin sulphate 0.1/0.5% eye drops	6
frusene tablet	6
fungilin 100mg tablet	6
fusidate sodium	6
galfer 290mg capsule	6
granisetron	6
griseofulvin	6
hc45 cream	6
ibuleve maximum strength 10% gel	6
indoramin product	6
keflex 250mg tablet	6
levodopa+careldopa+entacapone	6
lipobase cream	6
lopresor 50mg tablet	6
miacalcic 200iu nasal spray	6
microval tablet	6
misoprostol product	6
neo-naclex 5mg tablet	6
neo-naclex k m/r tablet	6
novonorm 0.5mg tablet	6
nylax with senna 7.5mg tablet	6
oculotect 5% single-use eye drops	6
optimax 500mg tablet	6
orabase oral paste	6
oramorph sr 100mg m/r tablet	6
pericyazine	6
polyacrylic acid	6
predsol 5mg suppository	6
primalan 5mg tablet	6
propylthiouracil product	6
saliva orthana spray	6
simple linctus	6
sodium phosphate	6
sotacor 80mg tablet	6
sst tablet	6
subutex 8mg sublingual tablet	6
sulphadiazine	6
tamiflu 75mg capsule	6
testoderm 6mg/24hours transdermal patch	6
transiderm-nitro 5mg/24hours transdermal patch	6
trental 400mg m/r tablet	6
triadene tablet	6
triptorelin	6
uniroid ointment	6
unknown supplement	6
urispas 200mg tablet	6
valoid 50mg tablet	6
vista-methasone 0.1% eye/ear/nose drops	6
vista-methasone n eye/ear/nose drops	6
vita-e 75iu tablet	6
voriconazole	6
xeloda 150mg tablet	6
zaditen 1mg tablet	6
ziagen 300mg tablet	6
zomorph 60mg m/r capsule	6
